asin,n_rows,n_unique,min_label,max_label
B004PGU0TQ,237,1,False,False
B004YLKGBY,17,1,False,False
B0052GBLMS,23,1,False,False
B0052L7F46,5,1,False,False
B00542ZCDE,40,1,False,False
B00568DKJY,90,1,False,False
B005G0XFEM,247,1,False,False
B005IG2FTU,233,1,False,False
B005MVB3S0,15,1,False,False
B005VDSLR0,8,1,False,False
B0062IWQVU,1346,1,False,False
B0064REJ3C,719,1,False,False
B006CR9KGA,1129,1,False,False
B006FQCBZK,77,1,False,False
B006LQV7ZE,3,1,False,False
B006RQ8UNA,98,1,False,False
B0073WOJUU,54,1,False,False
B0076D0MYI,435,1,False,False
B0076RS5Z2,8,1,False,False
B007ADOL28,908,1,False,False
B007BF0EL2,46,1,False,False
B007F10DZY,17,1,False,False
B007QV0R7W,56,1,False,False
B007WQSML4,403,1,False,False
B007ZY4QN6,132,1,False,False
B00846OIL4,25,1,False,False
B008587M0K,163,1,False,False
B008798Y2M,105,1,False,False
B008CCE7HK,78,1,False,False
B008DNA9WU,202,1,False,False
B008DZ6JPO,305,1,True,True
B008FPN92I,224,1,False,False
B008FRB2K2,29,1,False,False
B008KIZ946,3,1,False,False
B008PL4ZJI,24,1,False,False
B008Z65ZMY,235,1,False,False
B00904WS2K,161,1,False,False
B00A83I8G2,543,1,False,False
B00A9XPNOQ,38,1,False,False
B00ACBKNS6,554,1,False,False
B00AFWPVUC,56,1,False,False
B00ANJLSTA,56,1,False,False
B00AOH8W1I,19,1,False,False
B00AYJKBHE,127,1,False,False
B00B1ZRLLY,492,1,False,False
B00B2YAD46,95,1,False,False
B00BF9IYO4,189,1,False,False
B00BGADZ6E,106,1,False,False
B00BXKFAJ2,200,1,False,False
B00C6AXFPY,23,1,False,False
B00CE5YI4I,3,1,False,False
B00CKK1M96,33,1,False,False
B00CX9EXOA,161,1,False,False
B00CXAEX5I,127,1,False,False
B00D5PKYJ4,76,1,False,False
B00D5PXSRE,196,1,False,False
B00DPILG4I,13,1,False,False
B00DPMEJCK,186,1,False,False
B00DXYP7QM,62,1,False,False
B00DXYPF9Q,15,1,False,False
B00E97HEW2,101,1,False,False
B00E9SVM06,54,1,False,False
B00EAXQXT0,8,1,False,False
B00ECDM78E,742,1,False,False
B00EDZ0C4C,15,1,False,False
B00EEY4TJG,8,1,False,False
B00EIFXB18,519,1,False,False
B00EJXX9QG,96,1,False,False
B00ENSSPBQ,181,1,False,False
B00EP48NMY,699,1,False,False
B00F0W1RIW,860,1,False,False
B00F37BS2E,53,1,False,False
B00FBP4QT0,338,1,False,False
B00FGUUW16,118,1,False,False
B00FYZL5E6,38,1,False,False
B00G5L89JM,183,1,False,False
B00G7VNO86,685,1,False,False
B00GH1797S,95,1,False,False
B00GIHF6AS,13,1,True,True
B00GLDQH5W,227,1,False,False
B00H2QIMPU,116,1,False,False
B00H3QRW6E,224,1,False,False
B00H88K9EE,74,1,False,False
B00H9KWSWM,110,1,False,False
B00HDT7F7M,27,1,False,False
B00HHT0KXO,22,1,False,False
B00HJ8DFGC,803,1,False,False
B00HMDX3B6,399,1,False,False
B00HNDSOCI,113,1,False,False
B00HS5FOVA,152,1,False,False
B00HU6N3LK,421,1,False,False
B00HXJRR7A,27,1,False,False
B00I38UG4Q,30,1,False,False
B00I6AVER4,154,1,False,False
B00II71C72,171,1,False,False
B00IJEY1CW,21,1,False,False
B00ISW92IS,346,1,False,False
B00IUHZ5QY,87,1,False,False
B00J2APOAK,3,1,False,False
B00J4Y5PJ4,49,1,False,False
B00J5PPA6U,1,1,False,False
B00JG0CV9S,288,1,False,False
B00JGJGQ9A,49,1,False,False
B00JH2P8BS,27,1,False,False
B00JL6ZKFE,956,1,False,False
B00JMZOVUO,184,1,False,False
B00JR1JRMK,5,1,False,False
B00K1L9SAG,231,1,False,False
B00KG3P4LG,254,1,False,False
B00KGGH0UQ,371,1,False,False
B00KNEDQ86,36,1,False,False
B00KNNSU9W,206,1,False,False
B00KV07NNQ,57,1,False,False
B00LEKA2XU,128,1,False,False
B00LH8NTH0,19,1,False,False
B00LI807S8,4,1,False,False
B00LL0Z1LQ,76,1,False,False
B00LNI4428,92,1,False,False
B00LU0D416,38,1,False,False
B00LVOU27U,238,1,False,False
B00MTFVF9E,100,1,False,False
B00MU40OCI,79,1,False,False
B00MUK6M82,1014,1,False,False
B00MWRZFP4,129,1,False,False
B00MX91C80,10,1,False,False
B00MXFFM80,17,1,False,False
B00MYRXIIS,577,1,False,False
B00N39F94C,152,1,False,False
B00N4KJZUO,52,1,False,False
B00NE5IF3W,64,1,False,False
B00NMEWBQM,244,1,False,False
B00NMEWDYW,133,1,False,False
B00O0HDDFS,46,1,False,False
B00OJWLNMO,283,1,False,False
B00OP5KB0K,163,1,False,False
B00OP6I214,567,1,False,False
B00OT6YUIY,424,1,False,False
B00P9Z36T8,284,1,False,False
B00PAOFGY6,7,1,True,True
B00PH1MQV8,254,1,True,True
B00PN9W9TI,22,1,False,False
B00PX5HGPE,1124,1,False,False
B00QRT3JOW,52,1,False,False
B00QSIWXLC,2,1,False,False
B00QVUZWV0,188,1,False,False
B00R03WJ1I,375,1,False,False
B00R1UWNDE,167,1,False,False
B00R3UKTP6,62,1,False,False
B00SGF5N1M,749,1,True,True
B00SGXEOG4,22,1,False,False
B00SK5RUQY,77,1,False,False
B00T01LLP8,110,1,False,False
B00TI2J57A,5,1,False,False
B00TT9I2PS,98,1,False,False
B00TTU9RAQ,648,1,False,False
B00TYY8LR2,6,1,False,False
B00UGQBTP8,370,1,False,False
B00UJ90JXA,26,1,False,False
B00UL2E3F0,21,1,False,False
B00USHJNJE,158,1,False,False
B00V08TXU4,41,1,False,False
B00VH8G1SY,533,1,False,False
B00VIONR84,50,1,False,False
B00VIXRB6O,860,1,False,False
B00VKR4F8K,253,1,False,False
B00W2EH98I,81,1,False,False
B00W4AY9BA,119,1,False,False
B00WB9TEBE,13,1,False,False
B00WIXL4UM,377,1,False,False
B00WQFFZ9I,631,1,False,False
B00WRO21SQ,7,1,False,False
B00WVUZ1K6,32,1,False,False
B00X628STO,54,1,False,False
B00XBC3J84,330,1,False,False
B00XUKP124,266,1,False,False
B00XUZH4LK,468,1,False,False
B00Y1KM7WO,46,1,False,False
B00Z4K6UBO,306,1,False,False
B00Z8TGR4G,287,1,False,False
B00ZAXMWIA,40,1,False,False
B00ZDG6OBU,9,1,False,False
B00ZFO8Z4Y,7,1,False,False
B00ZGF82JA,207,1,False,False
B0107UPA9I,249,1,False,False
B010C5PRV4,1,1,False,False
B010EJ35ZI,1,1,False,False
B010N0N7PQ,94,1,False,False
B010U4T3RQ,41,1,False,False
B010ZIANAI,581,1,False,False
B011IWYTNW,281,1,False,False
B011M32RLI,44,1,False,False
B012LGEHEU,658,1,False,False
B012RQI4KW,51,1,False,False
B013399S9I,242,1,False,False
B0134D3CWW,6,1,False,False
B01383J3WQ,224,1,False,False
B013CE67W0,53,1,True,True
B013Y9AUTY,413,1,False,False
B014658DHQ,108,1,False,False
B014DJX6AE,16,1,False,False
B014GNQO38,422,1,False,False
B014IZ2I9S,103,1,False,False
B014JUMTXM,714,1,False,False
B014SG66UO,1213,1,False,False
B014VJD6PQ,63,1,False,False
B01504VURW,264,1,False,False
B015G0U4RM,22,1,False,False
B015TJ56EG,675,1,False,False
B01644OCVS,186,1,False,False
B0167T5ATS,67,1,False,False
B0169O7KV2,3,1,False,False
B016CUE75K,29,1,False,False
B016K1UD0E,461,1,False,False
B016L9K7J2,90,1,False,False
B016LA8JVE,360,1,False,False
B016WI7ICQ,642,1,False,False
B0177CWA6A,105,1,False,False
B01788WBC6,52,1,False,False
B0179KVUVG,108,1,False,False
B017DPFUCC,11,1,False,False
B017LXVU8O,169,1,False,False
B017LYD93C,369,1,False,False
B017STCT0O,14,1,False,False
B017VUWA2W,33,1,False,False
B0185Z8HME,318,1,False,False
B0187D9WP0,7,1,False,False
B0187RR4GK,40,1,False,False
B018A2YJ42,40,1,False,False
B018FUYN0O,396,1,False,False
B018HS9EU8,76,1,False,False
B0194OSS4C,555,1,False,False
B01967FCF0,36,1,False,False
B019CSHSW8,259,1,False,False
B019F075K8,126,1,False,False
B019FWRUYM,19,1,False,False
B019GK1KFI,173,1,False,False
B019HZDY4M,486,1,False,False
B019M576XW,941,1,True,True
B019MK6DX6,312,1,False,False
B019YGJ79K,166,1,False,False
B01A2PERJW,74,1,False,False
B01A4WL5B6,306,1,False,False
B01A58YX0O,199,1,False,False
B01A5OKHSK,26,1,False,False
B01A6B3H9I,158,1,False,False
B01A7G3K1M,54,1,False,False
B01AA3IBUC,82,1,False,False
B01ABYSY34,31,1,False,False
B01AIR3HVI,3,1,False,False
B01ANHX95C,271,1,False,False
B01ARAH6O0,345,1,False,False
B01B1D12B0,369,1,False,False
B01BGZ9XRS,52,1,False,False
B01BKX6IC4,11,1,False,False
B01BNEUV9Q,114,1,False,False
B01C46K13I,155,1,False,False
B01C5UCWIA,19,1,False,False
B01C8GNRU8,54,1,False,False
B01CCGRJVC,184,1,False,False
B01CD86V0Y,5,1,False,False
B01CFHSA0M,186,1,False,False
B01CGUL2LW,70,1,False,False
B01CNXG02I,49,1,False,False
B01CNYRZ8A,60,1,False,False
B01CR5QOOG,87,1,False,False
B01CTX7E0E,242,1,False,False
B01CV24OGK,80,1,False,False
B01D2UJVGS,14,1,True,True
B01D3Y6WFG,251,1,False,False
B01D50RZQI,742,1,False,False
B01D6R8PSW,66,1,False,False
B01D9JG0VQ,16,1,False,False
B01DNMRUIQ,35,1,True,True
B01DNZALUM,51,1,False,False
B01DWNSAOO,65,1,False,False
B01E4VVI6U,57,1,False,False
B01E9TJMAQ,349,1,False,False
B01EJ80GES,81,1,False,False
B01EN2PLN6,56,1,False,False
B01ENWNRVE,79,1,False,False
B01EYCJZH8,99,1,False,False
B01F1Q20UK,12,1,False,False
B01F59K0KA,129,1,False,False
B01F8Q23LO,7,1,False,False
B01FFEQ6K8,181,1,False,False
B01FUU251Q,10,1,False,False
B01FWTBX4U,181,1,False,False
B01FXROXFW,227,1,False,False
B01G1HUQJ0,79,1,False,False
B01G4NMIZG,967,1,True,True
B01G7JUPK2,158,1,False,False
B01GJ1NEEM,41,1,False,False
B01GJ1NEGK,72,1,False,False
B01GNVF8S8,636,1,False,False
B01GU9YA28,830,1,False,False
B01GWLJH9K,56,1,False,False
B01H3MTVE8,1698,1,True,True
B01H50RDLQ,37,1,False,False
B01H50RF4Q,240,1,False,False
B01H5D3LAA,161,1,False,False
B01H89L2H0,98,1,False,False
B01H8VINXO,58,1,False,False
B01HCKQG7G,475,1,True,True
B01HHA1IBU,18,1,False,False
B01HOROY5I,33,1,False,False
B01HQ437BG,125,1,False,False
B01HSMWLQS,119,1,False,False
B01HVFXOZY,173,1,False,False
B01HWY12BM,690,1,False,False
B01HXVUT7C,590,1,False,False
B01I0BFA7I,14,1,False,False
B01I3Z33TS,329,1,False,False
B01I58G0OS,32,1,False,False
B01I76ELYO,1096,1,False,False
B01IB76JTY,20,1,False,False
B01ICAU41E,80,1,False,False
B01ICNF8NA,20,1,False,False
B01ICOR0SU,96,1,False,False
B01IE0506Q,16,1,False,False
B01IJX5GUI,33,1,False,False
B01INSMLMU,39,1,False,False
B01IRO7WR4,386,1,False,False
B01ITTMR9U,12,1,False,False
B01IU9MMPI,281,1,False,False
B01IXZGYLM,5,1,True,True
B01IZ59MTQ,227,1,False,False
B01J0SBRMM,113,1,False,False
B01J5A3RYG,18,1,False,False
B01JKO8724,289,1,True,True
B01JP2YLSA,130,1,False,False
B01JTI41JY,512,1,False,False
B01JZ3234S,18,1,False,False
B01JZXB7RM,38,1,False,False
B01K3KTUKW,30,1,False,False
B01K97XFO6,200,1,False,False
B01KM3PY8W,32,1,False,False
B01KPPOMUS,207,1,False,False
B01L6W7F3U,201,1,False,False
B01L94O060,239,1,False,False
B01LA2CE14,20,1,False,False
B01LA7CUBI,97,1,False,False
B01LET2BFC,581,1,False,False
B01LFLQTOI,17,1,False,False
B01LOM4ISM,392,1,False,False
B01LSUQSB0,2251,1,True,True
B01LT6WKLK,117,1,False,False
B01LW6A8HL,41,1,False,False
B01LWLE8QJ,63,1,False,False
B01LWO7M8E,51,1,False,False
B01LX16ZIH,18,1,False,False
B01LX1U3EX,29,1,False,False
B01LXGTTU0,55,1,False,False
B01LXHAGNC,162,1,False,False
B01LXR0B8Q,35,1,False,False
B01LXUJ7WC,103,1,False,False
B01LXYE46U,132,1,False,False
B01LY1MG5E,219,1,False,False
B01LZSA84J,584,1,True,True
B01M0A4YV3,123,1,False,False
B01M0OYQQ9,4,1,False,False
B01M0XITG1,220,1,False,False
B01M14RI79,473,1,False,False
B01M16KM4E,30,1,False,False
B01M2WDWPG,21,1,False,False
B01M35M87O,347,1,False,False
B01M3VNJX8,353,1,False,False
B01M4S0R3G,9,1,False,False
B01M6YMWNA,77,1,False,False
B01M7MDK5S,1134,1,False,False
B01M7TZNR7,144,1,False,False
B01MCRS2QU,3,1,False,False
B01MCY96ZE,317,1,False,False
B01MF58RD2,127,1,False,False
B01MG758NL,209,1,False,False
B01MQU5PDE,31,1,False,False
B01MR2SEAR,159,1,False,False
B01MR2SQ0W,69,1,False,False
B01MR2VP8Q,112,1,False,False
B01MSAGKII,79,1,False,False
B01MSAKU92,3,1,False,False
B01MSFEOXM,36,1,False,False
B01MSY6RQT,53,1,False,False
B01MSZSL4I,688,1,False,False
B01MTJK06C,31,1,True,True
B01MTLEKNA,430,1,False,False
B01MU6QH6M,419,1,False,False
B01MUG97H4,65,1,False,False
B01MUGZE9A,127,1,False,False
B01MV05BXE,39,1,False,False
B01MY3OF6S,278,1,False,False
B01MYMG98W,43,1,False,False
B01MYT6GWU,25,1,False,False
B01MZAGSDM,92,1,False,False
B01N0XUY54,4,1,False,False
B01N131FW3,35,1,False,False
B01N1NYUNO,34,1,False,False
B01N1UWJAW,287,1,False,False
B01N1ZKZE4,76,1,False,False
B01N29I5RN,92,1,False,False
B01N2BBFEA,21,1,False,False
B01N2U5HNJ,265,1,False,False
B01N30TE9C,148,1,False,False
B01N3A7MXH,44,1,False,False
B01N53K853,44,1,False,False
B01N5CS4RQ,248,1,False,False
B01N6448Q4,287,1,False,False
B01N6AKCQM,28,1,False,False
B01N7Y5P9D,153,1,False,False
B01N80S2UX,662,1,True,True
B01NAOX3R0,23,1,False,False
B01NBJ1YUK,134,1,False,False
B01NC1DBA8,8,1,False,False
B01NCHR6IX,70,1,False,False
B01NCM1VQA,55,1,False,False
B01NCTHI8D,34,1,False,False
B06W2K1PSN,19,1,False,False
B06W532RC3,191,1,False,False
B06WGR9LXP,15,1,False,False
B06WLJD4Q3,200,1,False,False
B06WLJH9TB,58,1,False,False
B06WRP2Q7D,244,1,False,False
B06WW14HVB,104,1,False,False
B06WW5ZTZ5,29,1,True,True
B06WWB4BKQ,15,1,False,False
B06WWPKB9K,322,1,False,False
B06X3S3TBL,13,1,False,False
B06X3SY95G,236,1,False,False
B06X3XHFSH,44,1,False,False
B06X9HNB7P,13,1,False,False
B06XBTWPH4,14,1,False,False
B06XBZQ3HX,115,1,True,True
B06XD983YF,2,1,True,True
B06XG35SWW,113,1,False,False
B06XJ35FG4,828,1,False,False
B06XKGB4D6,145,1,False,False
B06XNC5MGY,49,1,False,False
B06XPDGLHT,6,1,False,False
B06XRG9QDV,706,1,False,False
B06XS1PT7V,21,1,False,False
B06XS7694G,113,1,False,False
B06XT6DJNH,3,1,False,False
B06XTFLZYN,7,1,False,False
B06XWH6PMS,167,1,False,False
B06XXDFR5D,18,1,False,False
B06XZV7ZGC,348,1,False,False
B06Y1G18KS,260,1,False,False
B06Y1WQDKF,194,1,False,False
B06Y2TVCDC,13,1,False,False
B06Y4P38V8,163,1,False,False
B06Y4VMTVF,42,1,True,True
B06Y55S3X7,12,1,False,False
B06Y5V9ZGS,100,1,False,False
B06ZXXQKH9,197,1,False,False
B06ZYM3CPB,284,1,False,False
B0711576G9,32,1,False,False
B0711MS3QB,14,1,False,False
B07121VL4D,205,1,False,False
B07143GK11,31,1,False,False
B07146SGBX,5,1,False,False
B0714J2X7T,265,1,True,True
B0716LK55W,65,1,False,False
B0716Z4SWS,14,1,False,False
B071721YG5,37,1,False,False
B071F4DZM8,5,1,False,False
B071HPPSB8,26,1,False,False
B071JL95F3,51,1,True,True
B071K8L32H,81,1,True,True
B071KCHS1D,6,1,True,True
B071KKGFHW,58,1,False,False
B071L9TG2R,39,1,False,False
B071LJP9KS,141,1,False,False
B071NFVXBH,409,1,False,False
B071NWYHR5,47,1,False,False
B071P6PC2V,24,1,True,True
B071PDY5DS,589,1,False,False
B071RTXDMP,55,1,False,False
B071S3311M,1248,1,False,False
B071S9292P,41,1,False,False
B071SGJ533,168,1,False,False
B071VHNVVK,39,1,False,False
B071VVYVDT,23,1,False,False
B071X2CM7C,114,1,False,False
B071X8P5KD,15,1,False,False
B071XB18BF,606,1,False,False
B072132RVR,126,1,False,False
B07228JDFF,100,1,False,False
B0722KVJM3,201,1,False,False
B07236HSVW,33,1,False,False
B07257DJPM,73,1,False,False
B0725C3RJX,1696,1,True,True
B0725K1MHH,207,1,False,False
B072C3SCW6,487,1,False,False
B072FS9MC8,385,1,False,False
B072JVKYVF,34,1,False,False
B072LV4PCV,147,1,False,False
B072M7FM7S,114,1,False,False
B072V51FGD,108,1,False,False
B072XDCVZN,227,1,False,False
B072XG65DK,367,1,False,False
B0731FDCB1,26,1,False,False
B07355RRNY,198,1,True,True
B0736BR6QH,109,1,False,False
B073BP6T67,153,1,False,False
B073CD221H,11,1,False,False
B073FG6V1G,232,1,False,False
B073FHKTGB,29,1,False,False
B073H8QN22,131,1,False,False
B073HBKS4W,608,1,False,False
B073QPLLJ6,32,1,False,False
B073RFXSG8,135,1,False,False
B073TRKY4L,103,1,False,False
B073WGTKQR,19,1,False,False
B073WN96RQ,34,1,False,False
B073WWCNY3,109,1,False,False
B073XS3CHV,541,1,False,False
B0741RZ45C,11,1,False,False
B0741ZTT6S,11,1,True,True
B07439MNM8,60,1,False,False
B0745BHZW5,21,1,False,False
B0745F7NH8,7,1,False,False
B0747YHYZF,378,1,False,False
B07498JDX4,114,1,False,False
B0749967DB,41,1,True,True
B074C2PQTW,66,1,True,True
B074DQNS98,175,1,False,False
B074DTL449,62,1,False,False
B074GN3XWT,38,1,False,False
B074GNQGBR,161,1,False,False
B074HX6VKV,28,1,True,True
B074M7M1BX,320,1,False,False
B074M8WNM1,125,1,False,False
B074MQ3WSG,8,1,False,False
B074N2TRRR,145,1,True,True
B074NB5TNW,905,1,False,False
B074NZY3SQ,369,1,False,False
B074P2M8N8,240,1,False,False
B074PQYCVV,182,1,False,False
B074PXZSRV,24,1,True,True
B074SXQS1P,35,1,False,False
B074TW2HDP,172,1,False,False
B074W34DK6,366,1,False,False
B074W5JXRC,21,1,False,False
B074WKGXV3,382,1,False,False
B074Y1TCJK,5,1,True,True
B074ZGG295,68,1,False,False
B074ZQJW9R,119,1,False,False
B074ZS4Z3Z,79,1,False,False
B0751KYGBL,89,1,False,False
B07528KCYM,104,1,True,True
B0752RJXT2,17,1,False,False
B07539WXBH,114,1,False,False
B0753LC2DQ,167,1,False,False
B0753Y6V1J,250,1,False,False
B07547GRGZ,36,1,False,False
B075486MDK,670,1,True,True
B0756FFRF7,172,1,False,False
B0756L2V9K,1,1,False,False
B075734X1Y,5,1,False,False
B07575941G,49,1,False,False
B0757LP511,47,1,False,False
B07588GSN8,9,1,False,False
B0758CXS85,164,1,False,False
B0758H68GX,25,1,False,False
B0758KBH8Z,129,1,False,False
B0758TGQ1M,12,1,False,False
B0758TY861,24,1,False,False
B07597XP2K,71,1,True,True
B075CGZHPJ,406,1,False,False
B075CHYM3K,141,1,False,False
B075FCVZ9J,119,1,True,True
B075GFNY8C,54,1,False,False
B075GGR33H,459,1,True,True
B075KDVDKB,9,1,False,False
B075KJ4JGP,147,1,False,False
B075L7V6NZ,189,1,False,False
B075LQ6QKL,20,1,False,False
B075NF8HN2,592,1,False,False
B075QCCTFR,46,1,False,False
B075QP241K,71,1,False,False
B075QZ2NCV,174,1,False,False
B075RTX14M,38,1,False,False
B075RVHRXV,8,1,False,False
B075SWVZNJ,9,1,False,False
B075TGT3MP,54,1,False,False
B075WBTNVB,24,1,False,False
B075XHZFZV,3,1,False,False
B075XRZTV1,49,1,False,False
B075XTMYD1,86,1,False,False
B075ZT41PR,605,1,False,False
B0761QTMZD,15,1,False,False
B0761R2WQB,104,1,False,False
B0763KPPVX,44,1,False,False
B07643R6F8,40,1,False,False
B0769FZSCS,297,1,False,False
B076B1PYXX,20,1,False,False
B076F5P28T,2095,1,True,True
B076GDSRTV,114,1,False,False
B076GQ4T75,106,1,False,False
B076J4Z9N3,163,1,False,False
B076MFK19J,12,1,False,False
B076P53R6S,29,1,False,False
B076Q7MK36,2,1,False,False
B076X18PGC,44,1,False,False
B076XD97J6,199,1,False,False
B076Z31HQ5,145,1,False,False
B07744BMB2,117,1,False,False
B0775LG28W,28,1,False,False
B0776W7JM5,96,1,False,False
B0777K1472,267,1,True,True
B0779W2FSJ,340,1,False,False
B077GRFX73,31,1,True,True
B077JPK4G6,199,1,False,False
B077MNL4B1,142,1,False,False
B077NPBGSW,74,1,False,False
B077P9MDRS,12,1,False,False
B077PF4HNT,45,1,False,False
B077TH96TF,20,1,False,False
B077TZZ8NJ,79,1,False,False
B077VGZB1Z,14,1,True,True
B077WVXRFK,13,1,False,False
B077XJB1Z8,353,1,False,False
B077XRXRZR,72,1,False,False
B077YS5ZV5,71,1,False,False
B077Z3HV99,181,1,False,False
B07814SXZ2,61,1,True,True
B0785H3FGN,142,1,False,False
B0787G4D3Q,88,1,False,False
B0787HPL6D,25,1,False,False
B07894PWHZ,207,1,False,False
B0789L3WVQ,3,1,True,True
B078FXW5LD,1,1,False,False
B078GDS5YZ,80,1,False,False
B078GLXBCX,5,1,False,False
B078GPS6KV,33,1,True,True
B078GR7J9Z,60,1,False,False
B078GTDZNZ,18,1,False,False
B078H3DHQ1,103,1,False,False
B078KHB3YW,59,1,False,False
B078KSHVCS,193,1,False,False
B078M32R41,133,1,False,False
B078N3PG62,38,1,False,False
B078NM4ZTN,9,1,False,False
B078NTG1V5,240,1,True,True
B078PDM1B3,10,1,False,False
B078PFKNQ4,3,1,False,False
B078RZZK5L,43,1,False,False
B078TFP8D5,314,1,False,False
B078THRWWF,176,1,False,False
B078TNBLM3,26,1,False,False
B078VDX67M,14,1,False,False
B078WMYWSD,14,1,False,False
B078X6Z4QN,90,1,False,False
B078XQR7R6,95,1,True,True
B078YDBYSF,65,1,False,False
B078YMPPDV,107,1,True,True
B078Z8P7CX,4,1,False,False
B07924DKXQ,20,1,False,False
B0792WFTJG,23,1,False,False
B0792WTR5P,19,1,False,False
B0793PHVKN,22,1,True,True
B07944K2DN,26,1,False,False
B0794SYQQT,46,1,False,False
B0796QSR27,440,1,False,False
B0797B4NJQ,97,1,False,False
B07994GT2W,210,1,False,False
B0799D1TDH,178,1,False,False
B079BJXVXT,3,1,True,True
B079C1PFXW,1,1,True,True
B079CMKYSF,5,1,False,False
B079CVF1SD,42,1,False,False
B079DFR7MT,133,1,False,False
B079DQ68ZH,5,1,False,False
B079FN5ZXN,8,1,False,False
B079G86T9W,246,1,False,False
B079GR96PB,187,1,False,False
B079HRZTDP,7,1,False,False
B079K5BXFK,9,1,False,False
B079KHVMT7,3,1,False,False
B079MHNM52,58,1,False,False
B079N6RW4P,367,1,False,False
B079NM682K,70,1,False,False
B079QN3154,575,1,False,False
B079RMGDSQ,33,1,False,False
B079V6NZ57,335,1,False,False
B079V7VQ98,38,1,True,True
B079YBGPM5,166,1,False,False
B07B21FLLC,201,1,False,False
B07B2995V5,10,1,False,False
B07B2C8DJD,166,1,False,False
