product_id,risk_score,rank,feature,value,deviation
B002RISHSU,77.14866487325105,2,description_word_count,700.0,35.8421052631579
B002RISHSU,77.14866487325105,3,average_rating,5.0,2.000000000000002
B002RISHSU,77.14866487325105,4,category_count,2.0,2.0
B002RISHSU,77.14866487325105,5,image_count,3.0,1.5
B000782RHY,76.57264717587721,1,description_length,5716.0,50.72850678733032
B000782RHY,76.57264717587721,2,description_word_count,970.0,50.05263157894737
B000782RHY,76.57264717587721,3,seller_name_length,15.0,4.0
B000782RHY,76.57264717587721,4,image_count,1.0,2.5
B000782RHY,76.57264717587721,5,average_rating,5.0,2.000000000000002
B00RTAJJE2,76.44406174314817,1,uppercase_ratio,0.6049382716049383,6.835253625684963
B00RTAJJE2,76.44406174314817,2,title_word_count,71.0,6.25
B00RTAJJE2,76.44406174314817,3,description_length,758.0,5.85972850678733
B00RTAJJE2,76.44406174314817,4,title_length,410.0,5.6
B00RTAJJE2,76.44406174314817,5,special_character_ratio,0.1292682926829268,5.09305901331472
B0040KJVD8,76.37252916408085,1,uppercase_ratio,0.6785714285714286,8.180371067795374
B0040KJVD8,76.37252916408085,2,feature_count,1.0,4.0
B0040KJVD8,76.37252916408085,3,category_count,0.0,4.0
B0040KJVD8,76.37252916408085,4,special_character_ratio,0.1052631578947368,3.7638333246739792
B0040KJVD8,76.37252916408085,5,image_count,1.0,2.5
